Company,Symbol,Date,Segment,Call,Price
Beyond Meat (BYND),BYND,2020-01-21,D,2,$129.18
Costco (COST),COST,2020-01-21,I,1,$313.26
Logitech International (LOGI),LOGI,2020-01-21,I,1,$47.79
Marriott International (MAR),MAR,2020-01-21,D,4,$144.37
Morgan Stanley (MS),MS,2020-01-21,D,2,$55.92
Tesla (TSLA),TSLA,2020-01-21,D,2,$547.20
Uber (UBER),UBER,2020-01-21,D,2,$37.60
United Natural Foods (UNFI),UNFI,2020-01-21,F,5,$7.90
Apple (AAPL),AAPL,2020-01-22,D,2,$317.70
Broadcom (AVGO),AVGO,2020-01-22,D,2,$312.88
Bruker (BRKR),BRKR,2020-01-22,D,1,$53.19
IBM (IBM),IBM,2020-01-22,D,2,$143.89
InMode (INMD),INMD,2020-01-22,D,1,$46.15
Intuitive Surgical (ISRG),ISRG,2020-01-22,D,1,$610.24
Las Vegas Sands (LVS),LVS,2020-01-22,D,4,$69.45
Marriott International (MAR),MAR,2020-01-22,D,4,$144.12
MGM Resorts (MGM),MGM,2020-01-22,D,4,$31.95
Netflix (NFLX),NFLX,2020-01-22,D,2,$326.00
Tesla (TSLA),TSLA,2020-01-22,F,1,$569.56
Wynn Resorts (WYNN),WYNN,2020-01-22,D,4,$140.09
Apple (AAPL),AAPL,2020-01-23,D,2,$319.23
Broadcom (AVGO),AVGO,2020-01-23,D,2,$319.65
First Horizon National (FHN),FHN,2020-01-23,I,1,$17.02
Grubhub (GRUB),GRUB,2020-01-23,I,1,$57.74
Intel (INTC),INTC,2020-01-23,D,4,$63.32
NVIDIA (NVDA),NVDA,2020-01-23,D,2,$252.86
Snap (SNAP),SNAP,2020-01-23,F,1,$19.25
Western Digital (WDC),WDC,2020-01-23,D,2,$70.93
Apple (AAPL),AAPL,2020-01-24,D,1,$318.31
Advanced Micro Devices (AMD),AMD,2020-01-24,D,1,$50.35
Boeing (BA),BA,2020-01-24,D,4,$323.05
Chevron (CVX),CVX,2020-01-24,D,4,$111.85
D R Horton (DHI),DHI,2020-01-24,D,2,$58.51
Everbridge (EVBG),EVBG,2020-01-24,M,2,$89.80
Meta (FB),FB,2020-01-24,D,1,$217.94
First Horizon National (FHN),FHN,2020-01-24,F,1,$16.55
Goldman Sachs (GS),GS,2020-01-24,D,1,$241.92
HCA Healthcare (HCA),HCA,2020-01-24,D,1,$143.45
IVERIC bio (ISEE),ISEE,2020-01-24,M,5,$7.00
L Brands (LB),LB,2020-01-24,F,4,$20.74
Microsoft (MSFT),MSFT,2020-01-24,D,1,$165.04
United Technologies (UTX),UTX,2020-01-24,D,2,$153.19
Western Digital (WDC),WDC,2020-01-24,D,1,$69.52
Exxon Mobil (XOM),XOM,2020-01-24,D,4,$66.32
AbbVie (ABBV),ABBV,2020-01-27,D,1,$84.02
Adobe Systems (ADBE),ADBE,2020-01-27,F,1,$346.90
Bristol-Myers Squibb (BMY),BMY,2020-01-27,D,1,$63.70
Caterpillar (CAT),CAT,2020-01-27,D,4,$135.73
Clorox (CLX),CLX,2020-01-27,D,1,$159.96
Comcast (CMCSA),CMCSA,2020-01-27,D,1,$44.00
Salesforce (CRM),CRM,2020-01-27,F,1,$180.71
Walt Disney (DIS),DIS,2020-01-27,D,1,$135.90
Las Vegas Sands (LVS),LVS,2020-01-27,D,4,$63.27
McCormick (MKC),MKC,2020-01-27,D,1,$172.71
3M (MMM),MMM,2020-01-27,D,4,$175.63
Moderna (MRNA),MRNA,2020-01-27,D,1,$22.74
Netflix (NFLX),NFLX,2020-01-27,D,1,$342.88
Owens & Minor (OMI),OMI,2020-01-27,D,1,$6.58
Starbucks (SBUX),SBUX,2020-01-27,D,4,$88.73
Thermo Fisher Scientific (TMO),TMO,2020-01-27,D,1,$330.96
Wynn Resorts (WYNN),WYNN,2020-01-27,D,4,$123.89
Yum China (YUMC),YUMC,2020-01-27,D,4,$41.92
Apple (AAPL),AAPL,2020-01-28,D,1,$317.69
Ford Motor (F),F,2020-01-28,D,4,$8.97
General Motors (GM),GM,2020-01-28,D,4,$33.64
Madison Square Garden (MSG),MSG,2020-01-28,F,4,$297.62
Starbucks (SBUX),SBUX,2020-01-28,D,1,$88.60
Tesla (TSLA),TSLA,2020-01-28,F,1,$566.90
United Technologies (UTX),UTX,2020-01-28,F,1,$152.86
Apple (AAPL),AAPL,2020-01-29,F,1,$324.34
Advanced Micro Devices (AMD),AMD,2020-01-29,D,1,$47.51
Boeing (BA),BA,2020-01-29,D,2,$322.02
General Electric (GE),GE,2020-01-29,D,1,$12.94
McDonald's (MCD),MCD,2020-01-29,D,1,$214.44
Penn National Gaming (PENN),PENN,2020-01-29,I,1,$29.02
Roku (ROKU),ROKU,2020-01-29,D,2,$128.88
Starbucks (SBUX),SBUX,2020-01-29,D,1,$86.72
Shopify (SHOP),SHOP,2020-01-29,D,1,$471.67
Stryker (SYK),SYK,2020-01-29,I,1,$210.68
AbbVie (ABBV),ABBV,2020-01-30,F,1,$81.78
Bristol-Myers Squibb (BMY),BMY,2020-01-30,F,1,$63.81
Meta (FB),FB,2020-01-30,D,4,$209.53
Independent Bank Group (IBTX),IBTX,2020-01-30,I,1,$54.22
Mondelez International (MDLZ),MDLZ,2020-01-30,D,1,$58.80
Microsoft (MSFT),MSFT,2020-01-30,D,1,$172.78
Netflix (NFLX),NFLX,2020-01-30,D,2,$347.74
Texas Capital BancShares (TCBI),TCBI,2020-01-30,I,1,$55.42
Tesla (TSLA),TSLA,2020-01-30,F,1,$640.81
United Parcel Service (UPS),UPS,2020-01-30,D,2,$108.00
AbbVie (ABBV),ABBV,2020-01-31,D,1,$81.02
Bristol-Myers Squibb (BMY),BMY,2020-01-31,D,1,$62.95
Clorox (CLX),CLX,2020-01-31,D,1,$157.31
Walt Disney (DIS),DIS,2020-01-31,D,4,$138.31
Estee Lauder (EL),EL,2020-01-31,D,4,$195.16
Emerson Electric (EMR),EMR,2020-01-31,D,2,$71.63
General Motors (GM),GM,2020-01-31,D,4,$33.39
Grubhub (GRUB),GRUB,2020-01-31,D,1,$54.15
Merck (MRK),MRK,2020-01-31,D,2,$85.44
Royal Caribbean Cruises (RCL),RCL,2020-01-31,D,5,$117.08
JM Smucker (SJM),SJM,2020-01-31,D,1,$103.61
Block (SQ),SQ,2020-01-31,D,1,$74.69
Tesla (TSLA),TSLA,2020-01-31,D,1,$650.57
Exxon Mobil (XOM),XOM,2020-01-31,D,5,$62.12
Yum China (YUMC),YUMC,2020-01-31,D,5,$43.07
Apple (AAPL),AAPL,2020-02-03,D,1,$308.66
Roku (ROKU),ROKU,2020-02-03,F,1,$127.50
Tesla (TSLA),TSLA,2020-02-03,F,1,$780.00
The Trade Desk (TTD),TTD,2020-02-03,F,1,$274.02
Exxon Mobil (XOM),XOM,2020-02-03,F,5,$60.73
Zoom Video Communications (ZM),ZM,2020-02-03,I,1,$87.66
Clorox (CLX),CLX,2020-02-04,D,1,$163.62
Chipotle Mexican Grill (CMG),CMG,2020-02-04,I,1,$884.82
Centene (CNC),CNC,2020-02-04,I,1,$61.97
Nike (NKE),NKE,2020-02-04,D,1,$101.38
Ralph Lauren (RL),RL,2020-02-04,D,1,$123.68
Tesla (TSLA),TSLA,2020-02-04,D,1,$887.06
Wynn Resorts (WYNN),WYNN,2020-02-04,D,1,$132.70
Boot Barn (BOOT),BOOT,2020-02-05,I,1,$38.10
Clorox (CLX),CLX,2020-02-05,I,1,$165.34
Teladoc (TDOC),TDOC,2020-02-05,I,1,$107.06
Tesla (TSLA),TSLA,2020-02-05,F,1,$734.70
CIGNA (CI),CI,2020-02-06,I,1,$211.86
Clorox (CLX),CLX,2020-02-06,D,1,$165.07
Evergy (EVRG),EVRG,2020-02-06,F,1,$71.32
McCormick (MKC),MKC,2020-02-06,I,1,$162.12
Yum China (YUMC),YUMC,2020-02-06,D,4,$43.73
Allergan (AGN),AGN,2020-02-07,D,1,$197.05
Applied Materials (AMAT),AMAT,2020-02-07,D,2,$61.71
Cisco Systems (CSCO),CSCO,2020-02-07,D,4,$47.97
Casper Sleep (CSPR),CSPR,2020-02-07,F,5,$11.05
CVS Health (CVS),CVS,2020-02-07,D,1,$71.56
Dexcom (DXCM),DXCM,2020-02-07,D,1,$240.22
Expedia (EXPE),EXPE,2020-02-07,D,5,$110.09
Barrick Gold (GOLD),GOLD,2020-02-07,D,2,$18.19
Hasbro (HAS),HAS,2020-02-07,D,4,$99.74
Kraft Heinz (KHC),KHC,2020-02-07,D,4,$29.54
Lyft (LYFT),LYFT,2020-02-07,D,1,$49.92
NVIDIA (NVDA),NVDA,2020-02-07,D,1,$251.59
Pepsico (PEP),PEP,2020-02-07,D,1,$145.37
Pinterest (PINS),PINS,2020-02-07,F,1,$25.20
Restaurant Brands (QSR),QSR,2020-02-07,D,4,$63.86
Shopify (SHOP),SHOP,2020-02-07,D,1,$478.69
Synaptics (SYNA),SYNA,2020-02-07,I,1,$84.53
Taylor Morrison Homes (TMHC),TMHC,2020-02-07,I,1,$26.20
Under Armour (UAA),UAA,2020-02-07,D,4,$20.25
Uber (UBER),UBER,2020-02-07,F,1,$40.63
Wendy's (WEN),WEN,2020-02-07,D,1,$21.94
Waste Management (WM),WM,2020-02-07,D,4,$123.91
XPO Logistics (XPO),XPO,2020-02-07,D,1,$93.21
Adobe Systems (ADBE),ADBE,2020-02-10,D,1,$370.00
Advanced Micro Devices (AMD),AMD,2020-02-10,D,1,$52.26
Alteryx (AYX),AYX,2020-02-10,D,1,$142.94
BP (BP),BP,2020-02-10,F,5,$36.19
Chevron (CVX),CVX,2020-02-10,F,5,$109.79
Microsoft (MSFT),MSFT,2020-02-10,D,1,$188.70
New Relic (NEWR),NEWR,2020-02-10,D,5,$61.07
ServiceNow (NOW),NOW,2020-02-10,D,1,$342.77
NVIDIA (NVDA),NVDA,2020-02-10,D,1,$262.97
Okta (OKTA),OKTA,2020-02-10,D,1,$135.76
Take-Two Interactive (TTWO),TTWO,2020-02-10,I,1,$111.00
Uber (UBER),UBER,2020-02-10,F,1,$40.01
Workday (WDAY),WDAY,2020-02-10,D,1,$194.86
Exxon Mobil (XOM),XOM,2020-02-10,F,5,$59.96
Caterpillar (CAT),CAT,2020-02-11,D,2,$136.19
Clorox (CLX),CLX,2020-02-11,D,4,$164.76
Columbia Sportswear (COLM),COLM,2020-02-11,I,1,$90.44
Charles River Labs (CRL),CRL,2020-02-11,I,1,$173.32
Marriott International (MAR),MAR,2020-02-11,D,2,$147.19
PPG Industries (PPG),PPG,2020-02-11,D,2,$121.95
Royal Caribbean Cruises (RCL),RCL,2020-02-11,D,2,$113.06
Simon Property Group (SPG),SPG,2020-02-11,F,2,$142.08
Wynn Resorts (WYNN),WYNN,2020-02-11,D,2,$131.99
Columbia Sportswear (COLM),COLM,2020-02-12,D,1,$91.71
Casper Sleep (CSPR),CSPR,2020-02-12,F,5,$10.39
Canada Goose (GOOS),GOOS,2020-02-12,F,4,$32.36
Shopify (SHOP),SHOP,2020-02-12,I,1,$531.25
Signet Jewelers (SIG),SIG,2020-02-12,I,1,$26.93
Caterpillar (CAT),CAT,2020-02-13,D,5,$139.72
Cardlytics (CDLX),CDLX,2020-02-13,F,4,$93.07
Cisco Systems (CSCO),CSCO,2020-02-13,D,4,$47.32
Ollie's Bargain Outlet (OLLI),OLLI,2020-02-13,F,1,$54.35
Pepsico (PEP),PEP,2020-02-13,F,1,$146.47
Ring Central (RING),RING,2020-02-13,I,1,$23.26
Shopify (SHOP),SHOP,2020-02-13,D,1,$532.97
Tesla (TSLA),TSLA,2020-02-13,D,1,$804.00
Analog Devices (ADI),ADI,2020-02-14,D,1,$117.65
American Electric Power (AEP),AEP,2020-02-14,D,1,$103.76
Alteryx (AYX),AYX,2020-02-14,D,1,$158.00
Bausch Health (BHC),BHC,2020-02-14,D,1,$27.74
Colgate-Palmolive (CL),CL,2020-02-14,F,1,$76.69
Dominion Energy (D),D,2020-02-14,I,1,$87.46
Domino's Pizza (DPZ),DPZ,2020-02-14,D,2,$291.60
Consolidated Edison (ED),ED,2020-02-14,D,1,$94.30
Elanco Animal Health (ELAN),ELAN,2020-02-14,D,1,$30.98
Energy Transfer (ET),ET,2020-02-14,D,5,$12.72
Mattel (MAT),MAT,2020-02-14,I,1,$13.95
Medtronic (MDT),MDT,2020-02-14,D,1,$117.33
Microsoft (MSFT),MSFT,2020-02-14,D,1,$185.35
Norwegian Cruise Line (NCLH),NCLH,2020-02-14,D,5,$52.46
NVIDIA (NVDA),NVDA,2020-02-14,D,1,$289.79
Pioneer Natural Resources (PXD),PXD,2020-02-14,D,5,$139.23
RingCentral (RNG),RNG,2020-02-14,D,1,$242.39
ViacomCBS (VIAC),VIAC,2020-02-14,D,1,$34.98
Ventas (VTR),VTR,2020-02-14,D,2,$59.75
Walmart (WMT),WMT,2020-02-14,D,1,$117.89
ZScaler (ZS),ZS,2020-02-14,D,1,$62.11
Apple (AAPL),AAPL,2020-02-18,D,2,$319.00
Clorox (CLX),CLX,2020-02-18,F,1,$164.82
Emerson Electric (EMR),EMR,2020-02-18,D,4,$71.44
Gilead Sciences (GILD),GILD,2020-02-18,F,1,$67.01
LivePerson (LPSN),LPSN,2020-02-18,I,1,$32.64
Cloudflare (NET),NET,2020-02-18,I,1,$17.50
Teladoc (TDOC),TDOC,2020-02-18,F,1,$117.24
Tesla (TSLA),TSLA,2020-02-18,D,2,$858.40
Walmart (WMT),WMT,2020-02-18,D,2,$119.63
Zoom Video Communications (ZM),ZM,2020-02-18,F,1,$96.39
American Express (AXP),AXP,2020-02-19,D,1,$136.93
Enphase Energy (ENPH),ENPH,2020-02-19,D,4,$57.22
Everbridge (EVBG),EVBG,2020-02-19,I,1,$104.21
Mastercard (MA),MA,2020-02-19,D,1,$344.56
Plug Power (PLUG),PLUG,2020-02-19,D,4,$5.72
PayPal (PYPL),PYPL,2020-02-19,D,1,$123.91
SolarEdge Technologies (SEDG),SEDG,2020-02-19,D,1,$127.82
Virgin Galactic (SPCE),SPCE,2020-02-19,D,4,$37.35
Block (SQ),SQ,2020-02-19,D,1,$85.24
Tesla (TSLA),TSLA,2020-02-19,D,2,$917.42
Visa (V),V,2020-02-19,D,1,$213.31
Wingstop (WING),WING,2020-02-19,I,1,$98.75
Domino's Pizza (DPZ),DPZ,2020-02-20,I,1,$373.16
Morgan Stanley (MS),MS,2020-02-20,D,1,$53.75
Norwegian Cruise Line (NCLH),NCLH,2020-02-20,D,5,$48.51
Procter & Gamble (PG),PG,2020-02-20,D,4,$126.58
ViacomCBS (VIAC),VIAC,2020-02-20,D,5,$29.29
Vertex Pharmaceuticals (VRTX),VRTX,2020-02-20,F,1,$245.10
Best Buy (BBY),BBY,2020-02-21,D,1,$90.26
Salesforce (CRM),CRM,2020-02-21,D,1,$189.50
Dell (DELL),DELL,2020-02-21,D,1,$51.72
Etsy (ETSY),ETSY,2020-02-21,D,1,$53.70
Meta (FB),FB,2020-02-21,D,2,$210.18
Foot Locker (FL),FL,2020-02-21,D,5,$38.84
Home Depot (HD),HD,2020-02-21,D,1,$245.34
HP (HPQ),HPQ,2020-02-21,D,2,$22.70
Macy's (M),M,2020-02-21,D,5,$16.23
Marriott International (MAR),MAR,2020-02-21,D,5,$143.24
NortonLifeLock (NLOK),NLOK,2020-02-21,F,1,$20.47
Proofpoint (PFPT),PFPT,2020-02-21,I,1,$123.90
Pinterest (PINS),PINS,2020-02-21,D,1,$22.48
Snap (SNAP),SNAP,2020-02-21,D,1,$16.70
Virgin Galactic (SPCE),SPCE,2020-02-21,D,5,$33.87
Block (SQ),SQ,2020-02-21,D,2,$83.49
TJX Companies (TJX),TJX,2020-02-21,D,1,$63.31
Toll Brothers (TOL),TOL,2020-02-21,D,1,$47.84
The Trade Desk (TTD),TTD,2020-02-21,D,1,$301.90
Twitter (TWTR),TWTR,2020-02-21,D,2,$38.31
Wayfair (W),W,2020-02-21,D,5,$80.14
Workday (WDAY),WDAY,2020-02-21,D,1,$183.86
Apple (AAPL),AAPL,2020-02-24,D,2,$298.18
Dominion Energy (D),D,2020-02-24,D,1,$89.80
Deluxe (DLX),DLX,2020-02-24,I,1,$38.49
Consolidated Edison (ED),ED,2020-02-24,D,1,$88.89
Five9 (FIVN),FIVN,2020-02-24,I,1,$72.29
Gilead Sciences (GILD),GILD,2020-02-24,D,1,$72.90
SPDR Gold Shares (GLD),GLD,2020-02-24,D,1,$156.09
Barrick Gold (GOLD),GOLD,2020-02-24,D,1,$22.03
Johnson & Johnson (JNJ),JNJ,2020-02-24,D,1,$145.91
Kirkland Lake (KL),KL,2020-02-24,D,2,$36.80
Coca-Cola (KO),KO,2020-02-24,D,1,$58.65
Mondelez International (MDLZ),MDLZ,2020-02-24,D,1,$57.74
American Electric Power (AEP),AEP,2020-02-25,D,1,$98.17
Activision Blizzard (ATVI),ATVI,2020-02-25,D,4,$59.51
Caterpillar (CAT),CAT,2020-02-25,F,5,$129.00
Salesforce (CRM),CRM,2020-02-25,I,1,$181.27
Dominion Energy (D),D,2020-02-25,D,1,$87.79
Gilead Sciences (GILD),GILD,2020-02-25,D,1,$70.10
Intel (INTC),INTC,2020-02-25,F,5,$59.73
Mastercard (MA),MA,2020-02-25,I,1,$302.89
Moderna (MRNA),MRNA,2020-02-25,D,1,$23.76
Wex (WEX),WEX,2020-02-25,I,1,$207.34
Zoom Video Communications (ZM),ZM,2020-02-25,D,1,$107.08
Adobe Systems (ADBE),ADBE,2020-02-27,D,1,$337.52
Etsy (ETSY),ETSY,2020-02-27,I,1,$57.92
Southwest Airlines (LUV),LUV,2020-02-27,F,4,$46.63
Moderna (MRNA),MRNA,2020-02-27,D,1,$26.16
NVIDIA (NVDA),NVDA,2020-02-27,D,1,$252.60
Ring Central (RING),RING,2020-02-27,D,1,$23.15
Shopify (SHOP),SHOP,2020-02-27,D,1,$438.37
Block (SQ),SQ,2020-02-27,D,1,$79.31
Teladoc (TDOC),TDOC,2020-02-27,D,1,$135.15
The Trade Desk (TTD),TTD,2020-02-27,I,1,$250.01
Workday (WDAY),WDAY,2020-02-27,I,1,$171.20
Zoom Video Communications (ZM),ZM,2020-02-27,D,1,$113.55
Abbott Laboratories (ABT),ABT,2020-02-28,D,1,$77.03
Advanced Micro Devices (AMD),AMD,2020-02-28,D,1,$45.48
Clean Harbors (CLH),CLH,2020-02-28,I,1,$69.52
Costco (COST),COST,2020-02-28,D,1,$281.14
Campbell Soup (CPB),CPB,2020-02-28,D,1,$45.12
Chevron (CVX),CVX,2020-02-28,D,5,$93.34
Dollar Tree (DLTR),DLTR,2020-02-28,D,1,$83.03
Barrick Gold (GOLD),GOLD,2020-02-28,D,1,$19.04
Hannon Armstrong (HASI),HASI,2020-02-28,I,1,$33.95
Coca-Cola (KO),KO,2020-02-28,D,1,$53.49
Kohl's (KSS),KSS,2020-02-28,D,4,$39.15
Moderna (MRNA),MRNA,2020-02-28,D,1,$25.93
Okta (OKTA),OKTA,2020-02-28,D,1,$128.06
Ross Stores (ROST),ROST,2020-02-28,D,1,$108.78
Shopify (SHOP),SHOP,2020-02-28,D,1,$463.31
Splunk (SPLK),SPLK,2020-02-28,D,1,$147.33
AT&T (T),T,2020-02-28,D,1,$35.22
Teladoc (TDOC),TDOC,2020-02-28,D,1,$124.96
Atlassian (TEAM),TEAM,2020-02-28,I,1,$144.96
Verizon (VZ),VZ,2020-02-28,D,1,$54.16
Exxon Mobil (XOM),XOM,2020-02-28,D,5,$51.44
Zoom Video Communications (ZM),ZM,2020-02-28,D,1,$105.00
Beyond Meat (BYND),BYND,2020-03-02,I,1,$96.10
Caterpillar (CAT),CAT,2020-03-02,D,4,$127.60
Cisco Systems (CSCO),CSCO,2020-03-02,D,4,$41.17
Chevron (CVX),CVX,2020-03-02,D,5,$96.59
Dow (DOW),DOW,2020-03-02,D,5,$41.42
IBM (IBM),IBM,2020-03-02,D,4,$134.30
3M (MMM),MMM,2020-03-02,D,4,$153.02
Pegasystems (PEGA),PEGA,2020-03-02,I,1,$90.44
Pfizer (PFE),PFE,2020-03-02,D,1,$34.88
Twitter (TWTR),TWTR,2020-03-02,F,1,$35.82
Verizon (VZ),VZ,2020-03-02,D,1,$57.32
Walgreens Boots Alliance (WBA),WBA,2020-03-02,D,4,$48.11
Exxon Mobil (XOM),XOM,2020-03-02,D,5,$53.88
AbbVie (ABBV),ABBV,2020-03-03,D,1,$87.57
Chevron (CVX),CVX,2020-03-03,I,2,$94.39
SPDR Gold Shares (GLD),GLD,2020-03-03,D,1,$153.89
Barrick Gold (GOLD),GOLD,2020-03-03,D,1,$20.62
Livongo Health (LVGO),LVGO,2020-03-03,I,1,$24.29
Medtronic (MDT),MDT,2020-03-03,D,1,$100.40
Netflix (NFLX),NFLX,2020-03-03,D,1,$368.77
Zoom Video Communications (ZM),ZM,2020-03-03,D,1,$117.47
Dollar Tree (DLTR),DLTR,2020-03-04,I,1,$78.91
Barrick Gold (GOLD),GOLD,2020-03-04,I,1,$20.55
