Company,Symbol,Date,Segment,Call,Price
Allergan (AGN),AGN,2019-01-11,D,1,$149.26
American Express (AXP),AXP,2019-01-11,D,2,$98.55
Boeing (BA),BA,2019-01-11,D,2,$352.90
Bank of America (BAC),BAC,2019-01-11,D,1,$26.03
BP (BP),BP,2019-01-11,L,1,$40.24
Salesforce (CRM),CRM,2019-01-11,D,1,$147.55
CSX (CSX),CSX,2019-01-11,D,1,$65.22
Deere & Company (DE),DE,2019-01-11,D,2,$158.28
Dexcom (DXCM),DXCM,2019-01-11,D,1,$141.10
Energy Transfer (ET),ET,2019-01-11,L,5,$15.04
SPDR Gold Shares (GLD),GLD,2019-01-11,F,1,$121.80
Corning (GLW),GLW,2019-01-11,L,5,$30.05
Barrick Gold (GOLD),GOLD,2019-01-11,F,1,$12.44
Goldman Sachs (GS),GS,2019-01-11,D,2,$176.93
Intel (INTC),INTC,2019-01-11,D,1,$48.93
JPMorgan Chase (JPM),JPM,2019-01-11,D,2,$99.91
Lockheed Martin (LMT),LMT,2019-01-11,L,4,$277.73
Lululemon Athletica (LULU),LULU,2019-01-11,D,2,$132.16
McCormick (MKC),MKC,2019-01-11,L,1,$140.12
Morgan Stanley (MS),MS,2019-01-11,D,1,$41.74
Netflix (NFLX),NFLX,2019-01-11,D,4,$337.59
Nike (NKE),NKE,2019-01-11,D,2,$76.04
Novartis AG (NVS),NVS,2019-01-11,D,1,$87.77
PVH Corp (PVH),PVH,2019-01-11,D,1,$105.77
Starbucks (SBUX),SBUX,2019-01-11,D,4,$63.73
JM Smucker (SJM),SJM,2019-01-11,L,5,$102.19
Schlumberger (SLB),SLB,2019-01-11,D,4,$41.74
Spotify (SPOT),SPOT,2019-01-11,L,1,$120.52
Two Harbors (TWO),TWO,2019-01-11,L,5,$13.92
United Continental (UAL),UAL,2019-01-11,D,1,$80.07
UnitedHealth Group (UNH),UNH,2019-01-11,D,2,$247.67
VF Corp (VFC),VFC,2019-01-11,D,4,$71.46
Wells Fargo (WFC),WFC,2019-01-11,D,2,$47.87
Wingstop (WING),WING,2019-01-11,L,4,$69.99
Willis Towers Watson (WTW),WTW,2019-01-11,L,5,$33.30
Apple (AAPL),AAPL,2019-01-14,D,4,$150.00
Aimmune Therapeutics (AIMT),AIMT,2019-01-14,L,1,$24.30
Alibaba (BABA),BABA,2019-01-14,L,4,$149.27
Citigroup (C),C,2019-01-14,D,2,$58.93
Clearway Energy (CWEN),CWEN,2019-01-14,L,5,$14.30
Dollar Tree (DLTR),DLTR,2019-01-14,F,1,$97.23
Dynavax Technologies (DVAX),DVAX,2019-01-14,L,4,$10.80
Exelixis (EXEL),EXEL,2019-01-14,M,1,$22.86
Huntington Bancshares (HBAN),HBAN,2019-01-14,D,1,$12.83
Idexx Laboratories (IDXX),IDXX,2019-01-14,L,1,$189.79
KeyCorp (KEY),KEY,2019-01-14,D,1,$16.24
Kohl's (KSS),KSS,2019-01-14,D,2,$66.64
L Brands (LB),LB,2019-01-14,D,4,$26.44
Macy's (M),M,2019-01-14,D,4,$25.08
Maxar Technologies (MAXR),MAXR,2019-01-14,M,5,$6.25
ArcelorMittal (MT),MT,2019-01-14,L,5,$22.09
Nucor (NUE),NUE,2019-01-14,L,1,$56.26
PG&E (PCG),PCG,2019-01-14,D,4,$8.38
Pet IQ (PETQ),PETQ,2019-01-14,L,5,$24.69
PVH Corp (PVH),PVH,2019-01-14,F,1,$104.48
Starbucks (SBUX),SBUX,2019-01-14,L,2,$63.37
Block (SQ),SQ,2019-01-14,L,1,$65.18
Target (TGT),TGT,2019-01-14,D,2,$68.84
Apple (AAPL),AAPL,2019-01-15,D,1,$153.07
Barrick Gold (ABX),ABX,2019-01-15,L,1,$11.86
Aurinia Pharmaceuticals (AUPH),AUPH,2019-01-15,L,2,$7.64
CSX (CSX),CSX,2019-01-15,L,1,$65.11
CenturyLink (CTL),CTL,2019-01-15,L,5,$16.19
Dominion Energy (D),D,2019-01-15,L,1,$68.88
IBM (IBM),IBM,2019-01-15,L,1,$121.73
JPMorgan Chase (JPM),JPM,2019-01-15,D,1,$101.68
Kohl's (KSS),KSS,2019-01-15,D,2,$67.26
Lululemon Athletica (LULU),LULU,2019-01-15,D,1,$141.13
Macy's (M),M,2019-01-15,D,4,$24.98
Newmont Goldcorp (NEM),NEM,2019-01-15,L,4,$31.02
Netflix (NFLX),NFLX,2019-01-15,D,1,$354.64
Nike (NKE),NKE,2019-01-15,L,1,$77.88
Dave and Busters (PLAY),PLAY,2019-01-15,D,1,$52.04
U.S. Silica Holdings (SLCA),SLCA,2019-01-15,L,5,$12.98
AT&T (T),T,2019-01-15,L,1,$30.60
Target (TGT),TGT,2019-01-15,D,2,$68.21
United Continental (UAL),UAL,2019-01-15,D,1,$81.20
UnitedHealth Group (UNH),UNH,2019-01-15,D,1,$256.87
VMware (VMW),VMW,2019-01-15,I,1,$147.12
Vodafone Group (VOD),VOD,2019-01-15,L,5,$19.04
Verizon (VZ),VZ,2019-01-15,L,1,$58.10
Walmart (WMT),WMT,2019-01-15,D,1,$96.25
Exxon Mobil (XOM),XOM,2019-01-15,L,1,$71.67
Bank of America (BAC),BAC,2019-01-16,D,1,$28.45
Burlington Stores (BURL),BURL,2019-01-16,L,1,$164.94
Cara Therapeutics (CARA),CARA,2019-01-16,L,1,$15.25
Deutsche Bank (DB),DB,2019-01-16,L,1,$9.29
Goldman Sachs (GS),GS,2019-01-16,D,1,$197.08
GlaxoSmithKline (GSK),GSK,2019-01-16,F,1,$38.41
JPMorgan Chase (JPM),JPM,2019-01-16,D,1,$102.50
New Relic (NEWR),NEWR,2019-01-16,I,1,$90.45
Ollie's Bargain Outlet (OLLI),OLLI,2019-01-16,L,1,$74.82
AT&T (T),T,2019-01-16,L,2,$30.56
TJX Companies (TJX),TJX,2019-01-16,L,1,$47.53
Twitter (TWTR),TWTR,2019-01-16,L,1,$32.47
Allergan (AGN),AGN,2019-01-17,D,1,$156.56
Appian (APPN),APPN,2019-01-17,I,1,$31.55
American Express (AXP),AXP,2019-01-17,D,4,$99.49
Brinks (BCO),BCO,2019-01-17,L,1,$70.78
EPR Properties (EPR),EPR,2019-01-17,L,1,$70.16
Fiat Chrysler (FCAU),FCAU,2019-01-17,L,5,$16.62
GW Pharmaceuticals (GWPH),GWPH,2019-01-17,L,2,$134.50
Kirkland Lake (KL),KL,2019-01-17,I,1,$27.04
Medtronic (MDT),MDT,2019-01-17,L,1,$87.60
Morgan Stanley (MS),MS,2019-01-17,D,4,$42.53
Netflix (NFLX),NFLX,2019-01-17,D,2,$353.19
PPG Industries (PPG),PPG,2019-01-17,D,2,$107.36
Sangamo Therapeutics (SGMO),SGMO,2019-01-17,L,1,$11.29
Abbott Laboratories (ABT),ABT,2019-01-18,D,1,$71.52
Bristol-Myers Squibb (BMY),BMY,2019-01-18,D,1,$49.87
Colgate-Palmolive (CL),CL,2019-01-18,D,1,$62.63
Comcast (CMCSA),CMCSA,2019-01-18,D,1,$36.16
D R Horton (DHI),DHI,2019-01-18,D,1,$37.25
Intel (INTC),INTC,2019-01-18,D,1,$49.08
Lam Research (LRCX),LRCX,2019-01-18,D,2,$148.27
McCormick (MKC),MKC,2019-01-18,D,1,$139.56
Norfolk Southern (NSC),NSC,2019-01-18,D,1,$169.16
Procter & Gamble (PG),PG,2019-01-18,D,1,$91.36
Starbucks (SBUX),SBUX,2019-01-18,D,1,$64.52
Texas Instruments (TXN),TXN,2019-01-18,D,2,$99.64
Union Pacific (UNP),UNP,2019-01-18,D,1,$157.50
Western Digital (WDC),WDC,2019-01-18,D,5,$39.01
American Electric Power (AEP),AEP,2019-01-22,L,1,$76.38
Albemarle (ALB),ALB,2019-01-22,L,5,$75.37
ArcBest (ARCB),ARCB,2019-01-22,L,5,$38.36
Dominion Energy (D),D,2019-01-22,L,1,$68.59
Dell (DELL),DELL,2019-01-22,F,1,$44.06
Consolidated Edison (ED),ED,2019-01-22,L,1,$76.74
Edison International (EIX),EIX,2019-01-22,L,5,$54.21
IBM (IBM),IBM,2019-01-22,D,2,$122.52
Investors Bancorp (ISBC),ISBC,2019-01-22,L,4,$11.71
JB Hunt Transport Service (JBHT),JBHT,2019-01-22,L,1,$103.80
JD.com (JD),JD,2019-01-22,D,4,$21.68
Johnson & Johnson (JNJ),JNJ,2019-01-22,D,2,$128.80
Kimberly-Clark (KMB),KMB,2019-01-22,L,2,$115.23
Ligand Pharmaceuticals (LGND),LGND,2019-01-22,L,4,$112.91
Logitech International (LOGI),LOGI,2019-01-22,I,1,$33.70
Microsoft (MSFT),MSFT,2019-01-22,L,1,$105.68
NVIDIA (NVDA),NVDA,2019-01-22,L,1,$148.77
Stanley Black & Decker (SWK),SWK,2019-01-22,D,5,$115.69
YY (YY),YY,2019-01-22,D,4,$69.02
Apple (AAPL),AAPL,2019-01-23,D,1,$153.92
Athenex (ATNX),ATNX,2019-01-23,M,2,$11.29
Caterpillar (CAT),CAT,2019-01-23,L,1,$131.82
Comcast (CMCSA),CMCSA,2019-01-23,D,1,$36.89
Emerson Electric (EMR),EMR,2019-01-23,F,4,$62.40
IBM (IBM),IBM,2019-01-23,D,1,$132.89
Lam Research (LRCX),LRCX,2019-01-23,M,1,$139.33
Mastercard (MA),MA,2019-01-23,L,1,$198.35
Nio (NIO),NIO,2019-01-23,L,5,$6.55
PG&E (PCG),PCG,2019-01-23,L,5,$7.99
Procter & Gamble (PG),PG,2019-01-23,D,1,$94.84
PayPal (PYPL),PYPL,2019-01-23,L,1,$90.50
Smart Global Holdings (SGH),SGH,2019-01-23,M,5,$21.51
Tenneco (TEN),TEN,2019-01-23,L,5,$33.14
United Technologies (UTX),UTX,2019-01-23,D,1,$117.04
Visa (V),V,2019-01-23,L,2,$137.01
American Finance Trust (AFIN),AFIN,2019-01-24,L,4,$12.73
Boeing (BA),BA,2019-01-24,D,1,$358.27
Brunswick (BC),BC,2019-01-24,L,1,$49.11
Costco (COST),COST,2019-01-24,D,1,$210.31
CVR Refining (CVRR),CVRR,2019-01-24,L,5,$10.48
Dollar Tree (DLTR),DLTR,2019-01-24,D,1,$94.56
EPR Properties (EPR),EPR,2019-01-24,L,1,$70.93
Five Below (FIVE),FIVE,2019-01-24,D,1,$124.06
Honeywell (HON),HON,2019-01-24,D,1,$141.18
Kemet (KEM),KEM,2019-01-24,L,2,$19.56
Lam Research (LRCX),LRCX,2019-01-24,D,1,$161.20
Malibu Boats (MBUU),MBUU,2019-01-24,L,5,$38.27
Marathon Petroleum (MPC),MPC,2019-01-24,L,1,$63.11
Merck (MRK),MRK,2019-01-24,F,1,$73.17
Okta (OKTA),OKTA,2019-01-24,I,1,$79.33
Procter & Gamble (PG),PG,2019-01-24,D,1,$94.30
Charles Schwab (SCHW),SCHW,2019-01-24,L,4,$47.38
Texas Instruments (TXN),TXN,2019-01-24,D,1,$102.09
United Rentals (URI),URI,2019-01-24,I,1,$123.32
Valero Energy (VLO),VLO,2019-01-24,L,1,$78.95
VMware (VMW),VMW,2019-01-24,D,1,$148.15
Walmart (WMT),WMT,2019-01-24,D,1,$98.36
Xilinx (XLNX),XLNX,2019-01-24,D,2,$106.06
Apple (AAPL),AAPL,2019-01-25,D,2,$157.76
Allergan (AGN),AGN,2019-01-25,D,1,$160.66
Boeing (BA),BA,2019-01-25,D,1,$364.20
Caterpillar (CAT),CAT,2019-01-25,D,2,$136.86
CBS Corp (CBS),CBS,2019-01-25,D,2,$49.17
Canopy Growth (CGC),CGC,2019-01-25,L,1,$48.48
Comcast (CMCSA),CMCSA,2019-01-25,D,1,$35.78
Cronos Group (CRON),CRON,2019-01-25,L,2,$16.02
Chevron (CVX),CVX,2019-01-25,D,4,$113.22
Dominion Energy (D),D,2019-01-25,L,1,$69.16
Walt Disney (DIS),DIS,2019-01-25,D,1,$111.09
E*TRADE Financial (ETFC),ETFC,2019-01-25,L,4,$47.77
Exact Sciences (EXAS),EXAS,2019-01-25,L,1,$81.98
Meta (FB),FB,2019-01-25,D,2,$149.01
Fortinet (FTNT),FTNT,2019-01-25,L,4,$73.59
General Electric (GE),GE,2019-01-25,D,4,$9.16
Honeywell (HON),HON,2019-01-25,D,1,$141.71
McDonald's (MCD),MCD,2019-01-25,D,1,$184.00
3M (MMM),MMM,2019-01-25,D,1,$195.90
Merck (MRK),MRK,2019-01-25,D,1,$72.95
Microsoft (MSFT),MSFT,2019-01-25,D,1,$106.20
Netflix (NFLX),NFLX,2019-01-25,D,2,$338.05
Invitae (NVTA),NVTA,2019-01-25,L,1,$14.79
Palo Alto Networks (PANW),PANW,2019-01-25,L,1,$209.72
Pfizer (PFE),PFE,2019-01-25,D,4,$40.64
Roku (ROKU),ROKU,2019-01-25,D,2,$43.69
ComScore (SCOR),SCOR,2019-01-25,L,5,$19.22
AT&T (T),T,2019-01-25,D,1,$30.66
Tesla (TSLA),TSLA,2019-01-25,D,4,$297.04
Viacom (VIAB),VIAB,2019-01-25,D,2,$28.99
Verizon (VZ),VZ,2019-01-25,D,4,$56.40
Wells Fargo (WFC),WFC,2019-01-25,I,1,$50.13
Exxon Mobil (XOM),XOM,2019-01-25,D,4,$71.72
Aurora Cannabis (ACB),ACB,2019-01-28,D,2,$7.10
Alibaba (BABA),BABA,2019-01-28,D,2,$158.92
Caterpillar (CAT),CAT,2019-01-28,D,2,$124.37
Canopy Growth (CGC),CGC,2019-01-28,D,2,$50.77
Clorox (CLX),CLX,2019-01-28,L,2,$146.74
CVS Health (CVS),CVS,2019-01-28,L,1,$65.24
Kronos (KRO),KRO,2019-01-28,D,2,$13.00
Neogenomics (NEO),NEO,2019-01-28,L,2,$16.51
Norfolk Southern (NSC),NSC,2019-01-28,D,2,$165.79
Tilray (TLRY),TLRY,2019-01-28,D,2,$81.93
Tencent Music (TME),TME,2019-01-28,D,2,$15.08
T. Rowe Price (TROW),TROW,2019-01-28,L,1,$94.45
Union Pacific (UNP),UNP,2019-01-28,D,2,$159.90
Vicor (VICR),VICR,2019-01-28,L,4,$40.58
WD-40 (WDFC),WDFC,2019-01-28,L,1,$174.16
Apple (AAPL),AAPL,2019-01-29,D,1,$154.68
AbbVie (ABBV),ABBV,2019-01-29,L,4,$77.47
Advanced Micro Devices (AMD),AMD,2019-01-29,D,2,$19.25
Caterpillar (CAT),CAT,2019-01-29,D,2,$126.53
Carvana (CVNA),CVNA,2019-01-29,L,5,$37.06
3D Systems (DDD),DDD,2019-01-29,L,5,$12.27
Brinker International (EAT),EAT,2019-01-29,D,4,$42.36
HP (HPQ),HPQ,2019-01-29,L,1,$21.88
Idexx Laboratories (IDXX),IDXX,2019-01-29,L,1,$204.29
3M (MMM),MMM,2019-01-29,D,2,$196.95
Nucor (NUE),NUE,2019-01-29,I,1,$60.13
NVIDIA (NVDA),NVDA,2019-01-29,F,4,$131.60
Bank OZK (OZK),OZK,2019-01-29,L,5,$31.87
Pfizer (PFE),PFE,2019-01-29,D,2,$40.77
Patterson-UTI Energy (PTEN),PTEN,2019-01-29,L,5,$11.80
Schlumberger (SLB),SLB,2019-01-29,L,1,$44.00
Whirlpool (WHR),WHR,2019-01-29,D,2,$136.49
American Electric Power (AEP),AEP,2019-01-30,I,1,$77.16
First Majestic Silver (AG),AG,2019-01-30,L,5,$5.99
Campbell Soup (CPB),CPB,2019-01-30,L,4,$34.89
Domino's Pizza (DPZ),DPZ,2019-01-30,I,1,$277.06
Ford Motor (F),F,2019-01-30,L,4,$8.71
Barrick Gold (GOLD),GOLD,2019-01-30,L,1,$13.05
Horizon Pharmaceuticals (HZNP),HZNP,2019-01-30,L,5,$20.98
ServiceNow (NOW),NOW,2019-01-30,I,1,$194.00
Pepsico (PEP),PEP,2019-01-30,L,1,$110.82
Teladoc (TDOC),TDOC,2019-01-30,L,1,$62.07
Apple (AAPL),AAPL,2019-01-31,D,1,$166.44
Adobe Systems (ADBE),ADBE,2019-01-31,D,1,$247.82
Citigroup (C),C,2019-01-31,L,1,$64.46
Coupa Software (COUP),COUP,2019-01-31,D,1,$86.96
Salesforce (CRM),CRM,2019-01-31,D,1,$151.97
Tableau Software (DATA),DATA,2019-01-31,D,1,$127.84
Meta (FB),FB,2019-01-31,D,1,$166.69
General Electric (GE),GE,2019-01-31,D,2,$10.16
Groupon (GRPN),GRPN,2019-01-31,L,4,$3.77
Honda Motor (HMC),HMC,2019-01-31,L,5,$30.07
HubSpot (HUBS),HUBS,2019-01-31,D,1,$158.31
Knight Transportation (KNX),KNX,2019-01-31,L,4,$31.75
Meritor (MTOR),MTOR,2019-01-31,I,1,$20.68
New Relic (NEWR),NEWR,2019-01-31,D,1,$101.65
ServiceNow (NOW),NOW,2019-01-31,D,1,$220.02
Okta (OKTA),OKTA,2019-01-31,D,1,$82.43
Pennsylvania Real Estate  (PEI),PEI,2019-01-31,L,4,$7.37
Splunk (SPLK),SPLK,2019-01-31,D,1,$124.84
Atlassian (TEAM),TEAM,2019-01-31,D,1,$98.40
United Parcel Service (UPS),UPS,2019-01-31,L,1,$105.40
VMware (VMW),VMW,2019-01-31,D,1,$151.07
Workday (WDAY),WDAY,2019-01-31,D,1,$181.53
Automatic Data Processing (ADP),ADP,2019-02-01,I,1,$141.62
Bank of America (BAC),BAC,2019-02-01,L,1,$28.38
Bristol-Myers Squibb (BMY),BMY,2019-02-01,L,1,$49.89
BP (BP),BP,2019-02-01,D,1,$41.34
Clorox (CLX),CLX,2019-02-01,D,1,$149.86
Chipotle Mexican Grill (CMG),CMG,2019-02-01,D,2,$527.20
Diageo (DEO),DEO,2019-02-01,L,1,$151.47
Walt Disney (DIS),DIS,2019-02-01,D,1,$111.30
eBay (EBAY),EBAY,2019-02-01,F,1,$34.31
Estee Lauder (EL),EL,2019-02-01,D,1,$136.72
Grubhub (GRUB),GRUB,2019-02-01,D,1,$80.13
Hasbro (HAS),HAS,2019-02-01,D,1,$90.78
Kemet (KEM),KEM,2019-02-01,L,1,$18.31
Eli Lilly (LLY),LLY,2019-02-01,D,1,$120.89
Mattel (MAT),MAT,2019-02-01,D,5,$12.22
Moderna (MRNA),MRNA,2019-02-01,L,1,$16.22
New Residential Investmen (NRZ),NRZ,2019-02-01,L,5,$16.98
Pilgrim's Pride (PPC),PPC,2019-02-01,L,1,$20.12
Ralph Lauren (RL),RL,2019-02-01,D,1,$115.78
Boston Beer (SAM),SAM,2019-02-01,L,5,$245.92
Spotify (SPOT),SPOT,2019-02-01,D,1,$137.21
Tyson Foods (TSN),TSN,2019-02-01,L,4,$61.92
Take-Two Interactive (TTWO),TTWO,2019-02-01,D,1,$104.95
Twitter (TWTR),TWTR,2019-02-01,D,1,$33.19
Ventas (VTR),VTR,2019-02-01,D,1,$63.41
Apple (AAPL),AAPL,2019-02-04,D,1,$171.25
Align Technology (ALGN),ALGN,2019-02-04,F,5,$244.54
Boeing (BA),BA,2019-02-04,L,1,$397.00
Cullen Frost Bankers (CFR),CFR,2019-02-04,L,1,$99.57
Clorox (CLX),CLX,2019-02-04,I,1,$158.38
Salesforce (CRM),CRM,2019-02-04,D,2,$157.72
Duluth Holdings (DLTH),DLTH,2019-02-04,L,1,$23.26
Meta (FB),FB,2019-02-04,D,1,$169.25
Gulfport Energy (GPOR),GPOR,2019-02-04,L,5,$8.39
Honeywell (HON),HON,2019-02-04,D,1,$147.93
LendingClub (LC),LC,2019-02-04,L,5,$3.43
Microsoft (MSFT),MSFT,2019-02-04,D,1,$105.74
Okta (OKTA),OKTA,2019-02-04,D,1,$81.38
Tyson Foods (TSN),TSN,2019-02-04,L,4,$61.78
Twilio (TWLO),TWLO,2019-02-04,D,1,$113.38
Veeva Systems (VEEV),VEEV,2019-02-04,D,1,$114.65
Zuora (ZUO),ZUO,2019-02-04,D,1,$21.39
Apple (AAPL),AAPL,2019-02-05,D,1,$174.18
Avon Products (AVP),AVP,2019-02-05,L,4,$2.64
Alibaba (BABA),BABA,2019-02-05,L,1,$171.83
Cypress Semiconductor (CY),CY,2019-02-05,L,1,$14.83
Estee Lauder (EL),EL,2019-02-05,F,1,$152.02
1-800-Flowers (FLWS),FLWS,2019-02-05,L,5,$17.31
Ralph Lauren (RL),RL,2019-02-05,F,1,$124.16
Roku (ROKU),ROKU,2019-02-05,L,1,$48.16
Titan International (TWI),TWI,2019-02-05,L,4,$5.57
Broadcom (AVGO),AVGO,2019-02-06,D,1,$276.21
Alibaba (BABA),BABA,2019-02-06,L,1,$171.52
Clean Harbors (CLH),CLH,2019-02-06,L,4,$58.72
Centene (CNC),CNC,2019-02-06,I,1,$126.16
Capri Holdings (CPRI),CPRI,2019-02-06,D,1,$48.47
LM Ericsson (ERIC),ERIC,2019-02-06,F,2,$8.85
Meta (FB),FB,2019-02-06,D,1,$170.49
