Company,Symbol,Date,Segment,Call,Price
Hawaiian Holdings (HA),HA,2021-01-05,L,5,$18.02
IBM (IBM),IBM,2021-01-05,D,1,$126.14
Johnson & Johnson (JNJ),JNJ,2021-01-05,D,2,$158.34
Kimberly-Clark (KMB),KMB,2021-01-05,D,4,$133.54
Kinder Morgan (KMI),KMI,2021-01-05,D,1,$13.90
Coca-Cola (KO),KO,2021-01-05,D,4,$52.18
Moderna (MRNA),MRNA,2021-01-05,D,5,$109.18
OpenDoor Technologies (OPEN),OPEN,2021-01-05,L,1,$25.60
Penn National Gaming (PENN),PENN,2021-01-05,D,4,$86.98
Pfizer (PFE),PFE,2021-01-05,D,4,$37.19
Planet Fitness (PLNT),PLNT,2021-01-05,I,1,$74.77
Peloton (PTON),PTON,2021-01-05,D,5,$148.53
PayPal (PYPL),PYPL,2021-01-05,D,1,$234.91
Block (SQ),SQ,2021-01-05,D,5,$229.75
AT&T (T),T,2021-01-05,D,4,$29.26
Tesla (TSLA),TSLA,2021-01-05,D,2,$735.11
Tattooed Chef (TTCF),TTCF,2021-01-05,L,1,$23.60
Verizon (VZ),VZ,2021-01-05,D,1,$58.58
Adobe Systems (ADBE),ADBE,2021-01-07,L,1,$477.74
Autodesk (ADSK),ADSK,2021-01-07,L,1,$315.20
Bed Bath & Beyond (BBBY),BBBY,2021-01-07,I,1,$18.73
Biohaven Pharmaceuticals (BHVN),BHVN,2021-01-07,L,1,$86.27
BigCommerce (BIGC),BIGC,2021-01-07,L,4,$65.63
Crown Castle (CCI),CCI,2021-01-07,L,1,$152.45
Chevron (CVX),CVX,2021-01-07,D,1,$90.22
DraftKings (DKNG),DKNG,2021-01-07,L,1,$49.77
Golden Nugget Online Gami (GNOG),GNOG,2021-01-07,L,5,$20.17
Inseego (INSG),INSG,2021-01-07,L,1,$13.97
Kinder Morgan (KMI),KMI,2021-01-07,D,1,$14.60
Plug Power (PLUG),PLUG,2021-01-07,I,1,$47.29
Pioneer Natural Resources (PXD),PXD,2021-01-07,D,1,$131.99
QuantumScape (QS),QS,2021-01-07,D,1,$62.00
Constellation Brands (STZ),STZ,2021-01-07,I,1,$228.87
Tesla (TSLA),TSLA,2021-01-07,D,1,$816.04
AbbVie (ABBV),ABBV,2021-01-08,D,1,$107.27
Apartment Investment REIT (AIV),AIV,2021-01-08,L,5,$4.87
Advanced Micro Devices (AMD),AMD,2021-01-08,D,1,$94.58
Alibaba (BABA),BABA,2021-01-08,L,1,$236.19
Bristol-Myers Squibb (BMY),BMY,2021-01-08,D,1,$62.49
CVS Health (CVS),CVS,2021-01-08,D,1,$74.86
Deere & Company (DE),DE,2021-01-08,L,2,$293.91
Danaher (DHR),DHR,2021-01-08,D,2,$243.49
Emergent BioSolutions (EBS),EBS,2021-01-08,D,1,$97.23
fuboTV (FUBO),FUBO,2021-01-08,D,4,$27.31
GrowGeneration (GRWG),GRWG,2021-01-08,L,4,$45.32
Johnson & Johnson (JNJ),JNJ,2021-01-08,D,1,$160.04
JPMorgan Chase (JPM),JPM,2021-01-08,D,1,$136.02
KB Home (KBH),KBH,2021-01-08,D,1,$33.04
Lemonade (LMND),LMND,2021-01-08,D,4,$160.74
Moderna (MRNA),MRNA,2021-01-08,D,1,$112.75
Microsoft (MSFT),MSFT,2021-01-08,D,1,$219.62
Micron Technology (MU),MU,2021-01-08,I,1,$77.42
Pfizer (PFE),PFE,2021-01-08,D,1,$37.13
Plug Power (PLUG),PLUG,2021-01-08,F,1,$53.78
Regeneron Pharmaceuticals (REGN),REGN,2021-01-08,D,1,$498.73
Snowflake (SNOW),SNOW,2021-01-08,D,4,$300.10
Teladoc (TDOC),TDOC,2021-01-08,D,1,$227.78
Walgreens Boots Alliance (WBA),WBA,2021-01-08,D,1,$45.21
Wells Fargo (WFC),WFC,2021-01-08,D,4,$33.19
Boeing (BA),BA,2021-01-11,D,1,$206.79
Best Buy (BBY),BBY,2021-01-11,D,1,$110.78
BioCryst Pharmaceuticals (BCRX),BCRX,2021-01-11,L,4,$7.51
Bluebird Bio (BLUE),BLUE,2021-01-11,L,1,$50.40
Bristol-Myers Squibb (BMY),BMY,2021-01-11,I,1,$64.97
Emergent BioSolutions (EBS),EBS,2021-01-11,I,1,$98.89
Ford Motor (F),F,2021-01-11,D,1,$9.30
General Electric (GE),GE,2021-01-11,L,1,$11.45
Home Depot (HD),HD,2021-01-11,D,1,$271.23
Lowe's (LOW),LOW,2021-01-11,D,1,$166.32
Medtronic (MDT),MDT,2021-01-11,I,1,$118.50
Starbucks (SBUX),SBUX,2021-01-11,L,1,$104.60
SunPower (SPWR),SPWR,2021-01-11,L,2,$29.65
Tesla (TSLA),TSLA,2021-01-11,F,1,$811.19
Uber (UBER),UBER,2021-01-11,L,1,$54.59
Apple (AAPL),AAPL,2021-01-12,L,1,$128.80
Caterpillar (CAT),CAT,2021-01-12,D,2,$197.54
Corsair Gaming (CRSR),CRSR,2021-01-12,L,4,$41.99
Darden Restaurants (DRI),DRI,2021-01-12,D,2,$127.33
Ford Motor (F),F,2021-01-12,L,1,$9.78
Fiat Chrysler (FCAU),FCAU,2021-01-12,L,1,$17.88
General Motors (GM),GM,2021-01-12,L,1,$47.82
KAR Auction Services (KAR),KAR,2021-01-12,I,1,$20.75
Eastman Kodak (KODK),KODK,2021-01-12,L,5,$8.05
Kohl's (KSS),KSS,2021-01-12,D,2,$45.21
Eli Lilly (LLY),LLY,2021-01-12,D,1,$178.80
Macy's (M),M,2021-01-12,D,2,$12.97
Medtronic (MDT),MDT,2021-01-12,D,1,$117.29
MicroStrategy (MSTR),MSTR,2021-01-12,L,1,$514.24
Nano-X Imaging (NNOX),NNOX,2021-01-12,L,4,$51.75
Pacific Biosciences (PACB),PACB,2021-01-12,L,1,$33.24
Plug Power (PLUG),PLUG,2021-01-12,D,2,$66.02
Tesla (TSLA),TSLA,2021-01-12,D,2,$849.44
Advanced Micro Devices (AMD),AMD,2021-01-13,F,1,$91.78
Churchill Capital (CCIV),CCIV,2021-01-13,L,1,$16.72
Cisco Systems (CSCO),CSCO,2021-01-13,L,1,$45.36
Energy Transfer (ET),ET,2021-01-13,L,5,$7.24
Halliburton (HAL),HAL,2021-01-13,L,2,$21.57
Intel (INTC),INTC,2021-01-13,D,4,$56.95
Kinder Morgan (KMI),KMI,2021-01-13,L,1,$15.31
Moderna (MRNA),MRNA,2021-01-13,F,1,$124.06
Plug Power (PLUG),PLUG,2021-01-13,F,1,$69.50
TG Therapeutics (TGTX),TGTX,2021-01-13,I,1,$53.09
Zoetis (ZTS),ZTS,2021-01-13,I,1,$161.95
Affirm (AFRM),AFRM,2021-01-14,D,2,$114.94
Bed Bath & Beyond (BBBY),BBBY,2021-01-14,D,2,$27.34
Ballard Power Systems (BLDP),BLDP,2021-01-14,L,2,$34.55
Beyond Meat (BYND),BYND,2021-01-14,D,2,$142.47
Salesforce (CRM),CRM,2021-01-14,L,1,$215.60
Cisco Systems (CSCO),CSCO,2021-01-14,I,1,$45.15
Delta Air Lines (DAL),DAL,2021-01-14,D,2,$41.47
GameStop (GME),GME,2021-01-14,D,2,$39.91
Honeywell (HON),HON,2021-01-14,I,1,$208.61
Northern Genesis Acquisit (NGA),NGA,2021-01-14,D,1,$32.75
Occidental Petroleum (OXY),OXY,2021-01-14,L,2,$24.24
Pepsico (PEP),PEP,2021-01-14,D,1,$141.76
Plug Power (PLUG),PLUG,2021-01-14,L,1,$66.54
Poshmark (POSH),POSH,2021-01-14,D,2,$101.50
Romeo Power (RMO),RMO,2021-01-14,L,1,$22.00
Signet Jewelers (SIG),SIG,2021-01-14,I,1,$41.39
Taiwan Semiconductor (TSM),TSM,2021-01-14,D,2,$126.45
Petco Health & Wellness (WOOF),WOOF,2021-01-14,D,2,$29.40
Apple (AAPL),AAPL,2021-01-15,D,1,$127.14
American Tower (AMT),AMT,2021-01-15,L,5,$219.89
Boeing (BA),BA,2021-01-15,L,1,$204.32
Bank of America (BAC),BAC,2021-01-15,D,4,$33.01
Crown Castle (CCI),CCI,2021-01-15,D,1,$157.25
CSX (CSX),CSX,2021-01-15,D,1,$93.42
Ford Motor (F),F,2021-01-15,L,1,$9.83
General Motors (GM),GM,2021-01-15,L,1,$49.97
Goldman Sachs (GS),GS,2021-01-15,D,1,$301.01
IBM (IBM),IBM,2021-01-15,D,2,$128.39
Inseego (INSG),INSG,2021-01-15,D,1,$14.12
Intel (INTC),INTC,2021-01-15,D,2,$57.58
Marvell Technology (MRVL),MRVL,2021-01-15,D,1,$50.77
Morgan Stanley (MS),MS,2021-01-15,D,1,$75.24
Netflix (NFLX),NFLX,2021-01-15,D,4,$497.98
Opko Health (OPK),OPK,2021-01-15,L,4,$4.55
Procter & Gamble (PG),PG,2021-01-15,D,1,$134.78
Qualcomm (QCOM),QCOM,2021-01-15,D,1,$157.09
Roku (ROKU),ROKU,2021-01-15,D,1,$408.30
Schlumberger (SLB),SLB,2021-01-15,D,4,$24.91
S&P Global (SPGI),SPGI,2021-01-15,L,1,$305.95
Surface Oncology (SURF),SURF,2021-01-15,L,1,$12.30
Skyworks Solutions (SWKS),SWKS,2021-01-15,D,1,$152.00
T-Mobile US (TMUS),TMUS,2021-01-15,D,1,$127.28
Tesla (TSLA),TSLA,2021-01-15,L,1,$826.16
Taiwan Semiconductor (TSM),TSM,2021-01-15,D,1,$125.23
United Continental (UAL),UAL,2021-01-15,L,4,$43.89
UnitedHealth Group (UNH),UNH,2021-01-15,D,1,$351.30
Union Pacific (UNP),UNP,2021-01-15,D,4,$216.60
Upstart (UPST),UPST,2021-01-15,I,1,$56.00
Apple (AAPL),AAPL,2021-01-19,D,1,$127.83
Bank of America (BAC),BAC,2021-01-19,D,1,$32.77
Churchill Capital (CCX),CCX,2021-01-19,L,2,$10.65
Canopy Growth (CGC),CGC,2021-01-19,L,1,$33.56
CIIG Merger (CIIC),CIIC,2021-01-19,L,1,$28.79
DuPont (DD),DD,2021-01-19,D,1,$84.46
Walt Disney (DIS),DIS,2021-01-19,D,1,$172.26
DraftKings (DKNG),DKNG,2021-01-19,L,1,$51.29
Emerson Electric (EMR),EMR,2021-01-19,D,2,$83.43
fuboTV (FUBO),FUBO,2021-01-19,L,4,$30.74
Goldman Sachs (GS),GS,2021-01-19,D,1,$294.20
JPMorgan Chase (JPM),JPM,2021-01-19,D,1,$138.04
Logitech International (LOGI),LOGI,2021-01-19,I,1,$97.73
Mastercard (MA),MA,2021-01-19,D,4,$325.94
3M (MMM),MMM,2021-01-19,D,4,$169.12
Netflix (NFLX),NFLX,2021-01-19,D,1,$501.77
Nike (NKE),NKE,2021-01-19,D,1,$139.27
Nano Dimension (NNDM),NNDM,2021-01-19,L,4,$10.94
Penn National Gaming (PENN),PENN,2021-01-19,L,1,$100.42
PPG Industries (PPG),PPG,2021-01-19,D,1,$145.04
PVH Corp (PVH),PVH,2021-01-19,D,1,$97.32
Quanta Services (PWR),PWR,2021-01-19,L,4,$78.25
Ralph Lauren (RL),RL,2021-01-19,D,1,$107.25
Union Pacific (UNP),UNP,2021-01-19,D,2,$215.28
Apple (AAPL),AAPL,2021-01-20,F,1,$132.03
Foley Trasimene Acquisiti (BFT),BFT,2021-01-20,L,1,$17.47
Centene (CNC),CNC,2021-01-20,D,1,$62.42
CVS Health (CVS),CVS,2021-01-20,D,1,$75.25
Walt Disney (DIS),DIS,2021-01-20,D,1,$173.64
fuboTV (FUBO),FUBO,2021-01-20,D,4,$30.15
Canoo (GOEV),GOEV,2021-01-20,L,2,$17.36
Gritstone Oncology (GRTS),GRTS,2021-01-20,I,1,$25.49
Morgan Stanley (MS),MS,2021-01-20,D,1,$74.84
Netflix (NFLX),NFLX,2021-01-20,D,1,$586.34
Palo Alto Networks (PANW),PANW,2021-01-20,D,1,$370.55
Palantir Technologies (PLTR),PLTR,2021-01-20,L,1,$26.34
Pubmatic (PUBM),PUBM,2021-01-20,D,4,$34.50
Renewable Energy Group (REGI),REGI,2021-01-20,I,1,$91.26
Rocket Companies (RKT),RKT,2021-01-20,L,4,$19.87
Roku (ROKU),ROKU,2021-01-20,D,2,$428.50
Tesla (TSLA),TSLA,2021-01-20,D,1,$850.45
The Trade Desk (TTD),TTD,2021-01-20,D,1,$810.99
Workhorse Group (WKHS),WKHS,2021-01-20,L,4,$23.33
Zoom Video Communications (ZM),ZM,2021-01-20,D,1,$382.80
Apple (AAPL),AAPL,2021-01-21,D,1,$136.87
Axon Enterprise (AAXN),AAXN,2021-01-21,I,1,$162.54
Clover Health Investments (CLOV),CLOV,2021-01-21,L,4,$13.59
Centene (CNC),CNC,2021-01-21,L,1,$62.75
Costco (COST),COST,2021-01-21,D,1,$362.80
Darden Restaurants (DRI),DRI,2021-01-21,D,1,$124.96
Ford Motor (F),F,2021-01-21,D,1,$11.53
GoodRX (GDRX),GDRX,2021-01-21,L,1,$42.72
Home Depot (HD),HD,2021-01-21,D,1,$279.05
HP (HPQ),HPQ,2021-01-21,D,1,$25.36
Carmax (KMX),KMX,2021-01-21,D,1,$120.29
Lowe's (LOW),LOW,2021-01-21,D,1,$172.34
Nio (NIO),NIO,2021-01-21,L,4,$58.34
PPG Industries (PPG),PPG,2021-01-21,D,1,$143.53
Starbucks (SBUX),SBUX,2021-01-21,D,1,$104.58
Sherwin-Williams (SHW),SHW,2021-01-21,D,1,$736.35
Silver Spike Acquisition (SSPK),SSPK,2021-01-21,I,1,$25.45
Target (TGT),TGT,2021-01-21,D,1,$191.27
Trex (TREX),TREX,2021-01-21,D,1,$95.19
Tesla (TSLA),TSLA,2021-01-21,L,1,$844.99
Walmart (WMT),WMT,2021-01-21,D,1,$144.85
Apple (AAPL),AAPL,2021-01-22,D,1,$139.07
Abbott Laboratories (ABT),ABT,2021-01-22,D,2,$112.84
Advanced Micro Devices (AMD),AMD,2021-01-22,D,1,$92.79
Atomera (ATOM),ATOM,2021-01-22,L,4,$32.93
American Express (AXP),AXP,2021-01-22,D,2,$126.14
Boeing (BA),BA,2021-01-22,D,2,$205.84
Caterpillar (CAT),CAT,2021-01-22,D,2,$191.94
Cardiff Oncology (CRDF),CRDF,2021-01-22,L,4,$10.90
Chevron (CVX),CVX,2021-01-22,D,1,$91.73
Meta (FB),FB,2021-01-22,D,1,$274.50
First Horizon National (FHN),FHN,2021-01-22,I,1,$14.56
General Motors (GM),GM,2021-01-22,D,1,$55.40
Honeywell (HON),HON,2021-01-22,D,1,$202.25
Johnson & Johnson (JNJ),JNJ,2021-01-22,D,1,$163.55
Kimberly-Clark (KMB),KMB,2021-01-22,D,2,$132.21
Eli Lilly (LLY),LLY,2021-01-22,D,1,$206.14
Lemonade (LMND),LMND,2021-01-22,L,1,$153.49
Mastercard (MA),MA,2021-01-22,D,2,$328.99
McDonald's (MCD),MCD,2021-01-22,D,2,$213.38
3M (MMM),MMM,2021-01-22,D,2,$169.04
Microsoft (MSFT),MSFT,2021-01-22,D,1,$225.95
NVIDIA (NVDA),NVDA,2021-01-22,L,1,$548.50
PayPal (PYPL),PYPL,2021-01-22,D,1,$252.00
Root (ROOT),ROOT,2021-01-22,L,4,$19.59
Starbucks (SBUX),SBUX,2021-01-22,D,1,$103.91
Skyworks Solutions (SWKS),SWKS,2021-01-22,D,1,$161.27
Tesla (TSLA),TSLA,2021-01-22,D,1,$846.64
Visa (V),V,2021-01-22,D,2,$202.02
Boot Barn (BOOT),BOOT,2021-01-25,I,1,$59.82
Climate Real Impact Acqui (CLII),CLII,2021-01-25,F,1,$19.67
GameStop (GME),GME,2021-01-25,D,4,$76.79
Home Depot (HD),HD,2021-01-25,D,1,$285.08
Kimberly-Clark (KMB),KMB,2021-01-25,D,1,$136.51
Netflix (NFLX),NFLX,2021-01-25,D,1,$556.78
Rocket Companies (RKT),RKT,2021-01-25,D,4,$23.19
Switchback Energy Acquisi (SBE),SBE,2021-01-25,F,1,$38.68
Stanley Black & Decker (SWK),SWK,2021-01-25,D,1,$174.99
TPG Pace (TPGY),TPGY,2021-01-25,F,1,$24.18
Zoom Video Communications (ZM),ZM,2021-01-25,D,1,$391.83
Apple (AAPL),AAPL,2021-02-01,D,1,$134.14
Applied Materials (AMAT),AMAT,2021-02-01,D,1,$101.21
American Superconductor (AMSC),AMSC,2021-02-01,L,1,$25.53
Boeing (BA),BA,2021-02-01,D,1,$195.84
Blackberry (BB),BB,2021-02-01,L,5,$14.63
Walt Disney (DIS),DIS,2021-02-01,D,1,$170.97
Dicks Sporting Goods (DKS),DKS,2021-02-01,I,1,$68.67
Fuelcell Energy (FCEL),FCEL,2021-02-01,L,5,$21.88
GameStop (GME),GME,2021-02-01,F,5,$225.00
Lennar (LEN),LEN,2021-02-01,D,1,$84.21
Lam Research (LRCX),LRCX,2021-02-01,D,1,$501.45
OpenDoor Technologies (OPEN),OPEN,2021-02-01,L,1,$26.25
Otis Worldwide (OTIS),OTIS,2021-02-01,I,1,$64.55
Plug Power (PLUG),PLUG,2021-02-01,L,1,$63.85
Starbucks (SBUX),SBUX,2021-02-01,D,1,$98.58
Skyworks Solutions (SWKS),SWKS,2021-02-01,D,1,$185.79
Target (TGT),TGT,2021-02-01,D,1,$183.57
Thermo Fisher Scientific (TMO),TMO,2021-02-01,I,1,$515.47
Tesla (TSLA),TSLA,2021-02-01,D,1,$839.81
Taiwan Semiconductor (TSM),TSM,2021-02-01,D,1,$126.66
Zillow (Z),Z,2021-02-01,L,1,$137.05
Zoom Video Communications (ZM),ZM,2021-02-01,D,1,$381.93
American Electric Power (AEP),AEP,2021-02-02,L,1,$82.11
AMC Entertainment (AMC),AMC,2021-02-02,D,5,$7.82
Boeing (BA),BA,2021-02-02,D,1,$200.94
Alibaba (BABA),BABA,2021-02-02,L,1,$254.50
Walt Disney (DIS),DIS,2021-02-02,D,1,$176.96
Consolidated Edison (ED),ED,2021-02-02,L,1,$70.26
EHang Holdings (EH),EH,2021-02-02,L,5,$81.45
GameStop (GME),GME,2021-02-02,D,5,$90.00
GreenPower Motor (GP),GP,2021-02-02,L,4,$30.40
Norfolk Southern (NSC),NSC,2021-02-02,I,1,$246.35
United Parcel Service (UPS),UPS,2021-02-02,I,1,$160.29
WiMi Hologram Cloud (WIMI),WIMI,2021-02-02,L,5,$9.11
Apple (AAPL),AAPL,2021-02-03,D,1,$133.94
eBay (EBAY),EBAY,2021-02-03,L,1,$58.04
e.l.f. Beauty (ELF),ELF,2021-02-03,I,1,$22.94
Meta (FB),FB,2021-02-03,D,1,$266.65
Futu Holdings (FUTU),FUTU,2021-02-03,L,1,$118.63
Hologic (HOLX),HOLX,2021-02-03,I,1,$82.32
Magellan Midstream Partne (MMP),MMP,2021-02-03,L,5,$42.38
Microsoft (MSFT),MSFT,2021-02-03,D,1,$243.00
Skyworks Solutions (SWKS),SWKS,2021-02-03,I,1,$179.46
Verizon (VZ),VZ,2021-02-03,L,1,$54.79
Apple (AAPL),AAPL,2021-02-04,D,1,$137.39
Clorox (CLX),CLX,2021-02-04,I,1,$191.65
Centene (CNC),CNC,2021-02-04,L,1,$60.40
Costco (COST),COST,2021-02-04,D,1,$355.85
3D Systems (DDD),DDD,2021-02-04,L,1,$44.40
Walt Disney (DIS),DIS,2021-02-04,D,1,$180.23
Danimer Scientific (DNMR),DNMR,2021-02-04,L,4,$48.76
Home Depot (HD),HD,2021-02-04,D,1,$278.82
Honeywell (HON),HON,2021-02-04,D,1,$200.59
LHC Group (LHCG),LHCG,2021-02-04,L,5,$204.06
Microsoft (MSFT),MSFT,2021-02-04,D,1,$242.01
Nike (NKE),NKE,2021-02-04,D,1,$140.63
NortonLifeLock (NLOK),NLOK,2021-02-04,L,4,$21.44
Plug Power (PLUG),PLUG,2021-02-04,F,1,$67.67
PayPal (PYPL),PYPL,2021-02-04,D,1,$270.43
Rocket Companies (RKT),RKT,2021-02-04,L,2,$21.57
Rockwell Automation (ROK),ROK,2021-02-04,I,1,$241.27
Tesla (TSLA),TSLA,2021-02-04,F,1,$849.99
Upwork (UPWK),UPWK,2021-02-04,L,1,$49.35
Walmart (WMT),WMT,2021-02-04,D,1,$142.53
Brunswick (BC),BC,2021-02-05,I,1,$89.65
Canopy Growth (CGC),CGC,2021-02-05,D,1,$42.93
Cisco Systems (CSCO),CSCO,2021-02-05,D,1,$48.08
DuPont (DD),DD,2021-02-05,D,1,$75.84
Walt Disney (DIS),DIS,2021-02-05,D,1,$181.16
Estee Lauder (EL),EL,2021-02-05,I,1,$272.81
eXp World (EXPI),EXPI,2021-02-05,L,4,$134.97
General Motors (GM),GM,2021-02-05,D,1,$54.41
Coca-Cola (KO),KO,2021-02-05,D,2,$49.65
Ncino (NCNO),NCNO,2021-02-05,L,1,$76.40
Newell Brands (NWL),NWL,2021-02-05,D,1,$26.13
Penumbra (PEN),PEN,2021-02-05,L,2,$259.37
Pepsico (PEP),PEP,2021-02-05,D,1,$140.96
Peloton (PTON),PTON,2021-02-05,D,4,$148.30
PayPal (PYPL),PYPL,2021-02-05,D,1,$269.44
Renewable Energy Group (REGI),REGI,2021-02-05,L,1,$98.68
Snap (SNAP),SNAP,2021-02-05,L,1,$63.64
Sanofi (SNY),SNY,2021-02-05,I,1,$48.21
Simon Property Group (SPG),SPG,2021-02-05,D,2,$96.75
Take-Two Interactive (TTWO),TTWO,2021-02-05,D,1,$207.49
Twitter (TWTR),TWTR,2021-02-05,D,1,$56.78
UWM Holdings (UWMC),UWMC,2021-02-05,L,5,$9.99
Vaxart (VXRT),VXRT,2021-02-05,L,5,$7.70
Zynga (ZNGA),ZNGA,2021-02-05,D,4,$10.68
Advanced Micro Devices (AMD),AMD,2021-02-08,L,1,$91.47
Boeing (BA),BA,2021-02-08,D,1,$211.95
Alibaba (BABA),BABA,2021-02-08,L,2,$262.59
Walt Disney (DIS),DIS,2021-02-08,D,1,$190.00
Dycom Industries (DY),DY,2021-02-08,L,1,$91.86
Green Brick Partners (GRBK),GRBK,2021-02-08,L,5,$21.49
Jacobs Engineering (J),J,2021-02-08,L,4,$109.13
Lennar (LEN),LEN,2021-02-08,L,1,$95.22
Linde (LIN),LIN,2021-02-08,I,1,$257.34
Martin Marietta Materials (MLM),MLM,2021-02-08,L,1,$300.91
Pulte Homes (PHM),PHM,2021-02-08,L,1,$49.26
Sherwin-Williams (SHW),SHW,2021-02-08,L,1,$724.01
Veru (VERU),VERU,2021-02-08,I,1,$13.92
Vulcan Materials (VMC),VMC,2021-02-08,L,1,$154.18
Aspen Aerogels (ASPN),ASPN,2021-02-09,L,1,$25.28
Bill.com (BILL),BILL,2021-02-09,I,1,$173.75
Box (BOX),BOX,2021-02-09,L,2,$18.15
Chegg (CHGG),CHGG,2021-02-09,I,1,$102.35
Cummins (CMI),CMI,2021-02-09,L,1,$244.98
Ocugen (OCGN),OCGN,2021-02-09,L,5,$12.61
Poshmark (POSH),POSH,2021-02-09,L,2,$72.12
Stitch Fix (SFIX),SFIX,2021-02-09,L,1,$84.32
Take-Two Interactive (TTWO),TTWO,2021-02-09,I,1,$200.31
Canopy Growth (CGC),CGC,2021-02-10,D,2,$52.17
fuboTV (FUBO),FUBO,2021-02-10,L,2,$45.85
GrowGeneration (GRWG),GRWG,2021-02-10,L,5,$63.19
Juniper Networks (JNPR),JNPR,2021-02-10,I,1,$25.44
Mattel (MAT),MAT,2021-02-10,I,1,$18.47
Magnite (MGNI),MGNI,2021-02-10,L,1,$57.64
Mitek Systems (MITK),MITK,2021-02-10,L,1,$16.27
Qualcomm (QCOM),QCOM,2021-02-10,L,2,$145.50
Skyworks Solutions (SWKS),SWKS,2021-02-10,L,1,$185.29
Westport Innovations (WPRT),WPRT,2021-02-10,L,4,$11.44
Applied Materials (AMAT),AMAT,2021-02-11,D,1,$113.00
AquaBounty Technologies (AQB),AQB,2021-02-11,L,1,$9.11
Boeing (BA),BA,2021-02-11,D,1,$210.66
Bumble (BMBL),BMBL,2021-02-11,F,1,$70.31
Walt Disney (DIS),DIS,2021-02-11,D,1,$190.91
Hormel Foods (HRL),HRL,2021-02-11,I,1,$48.18
InterDigital Communicatio (IDCC),IDCC,2021-02-11,L,1,$68.20
KLA Corp (KLAC),KLAC,2021-02-11,D,1,$324.48
Lam Research (LRCX),LRCX,2021-02-11,D,1,$572.21
Match Group (MTCH),MTCH,2021-02-11,F,1,$172.13
Norwegian Cruise Line (NCLH),NCLH,2021-02-11,D,1,$23.77
PayPal (PYPL),PYPL,2021-02-11,I,1,$285.03
Sonos (SONO),SONO,2021-02-11,D,1,$36.44
Sensata Technologies (ST),ST,2021-02-11,L,1,$56.27
Tyson Foods (TSN),TSN,2021-02-11,L,4,$65.34
Uber (UBER),UBER,2021-02-11,D,4,$60.71
XL Fleet (XL),XL,2021-02-11,L,4,$19.75
Zillow Group (ZG),ZG,2021-02-11,D,1,$200.60
AbbVie (ABBV),ABBV,2021-02-12,L,1,$104.44
Affirm (AFRM),AFRM,2021-02-12,L,1,$125.89
Applied Materials (AMAT),AMAT,2021-02-12,D,1,$116.70
Azek Company (AZEK),AZEK,2021-02-12,I,1,$47.19
Boeing (BA),BA,2021-02-12,L,1,$210.98
CVS Health (CVS),CVS,2021-02-12,D,1,$74.21
DuPont (DD),DD,2021-02-12,L,1,$71.47
Deere & Company (DE),DE,2021-02-12,D,2,$313.00
Dexcom (DXCM),DXCM,2021-02-12,I,1,$412.56
Emerson Electric (EMR),EMR,2021-02-12,D,1,$85.33
Fastly (FSLY),FSLY,2021-02-12,D,1,$102.06
General Electric (GE),GE,2021-02-12,L,2,$11.73
Barrick Gold (GOLD),GOLD,2021-02-12,D,1,$22.15
