time,content,comments,retweets,quotes,hearts
2015-12-28 23:36:00,Charts on charts on charts - tonight's show @MadMoneyOnCNBC is going to blow your socks off!,0.0,,0.0,0
2015-12-26 03:28:00,.@SteveEasterbrk 300 calories of a lunchtime Egg McMuffin never tasted so great!! Have a fabulous holiday. $MCD,0.0,,0.0,0
2015-12-26 01:15:00,Best present ever!,0.0,,0.0,0
2015-12-25 23:19:00,Yep it was that good!!,0.0,,0.0,0
2015-12-25 18:26:00,"Merry Christmas! Guilty pleasure $MCD, thank you Mr. Easterbrook!",0.0,,0.0,0
2015-12-24 23:55:00,Merry Christmas to all and to all a good night!,0.0,,0.0,0
2015-12-23 23:42:00,"Thank you, Go Ducks!!",0.0,,0.0,0
2015-12-23 23:09:00,thanks!,,,0.0,0
2015-12-23 23:07:00,"Wow, thanks so much!!",0.0,,0.0,0
2015-12-23 22:14:00,"tremendous to hear, thanks!",0.0,,0.0,0
2015-12-23 22:11:00,.@carletonenglish has done excellent work in realmoney.com on $SD,0.0,,0.0,0
2015-12-23 22:04:00,Thanks -long one of my faves and its HQ is about a mile from my house,0.0,,0.0,0
2015-12-23 21:52:00,exactly,0.0,,0.0,0
2015-12-23 20:25:00,"The restaurants, even the roadhouse can’t get out of the doghouse",0.0,,0.0,0
2015-12-23 19:47:00,Will Bed Bath ever Bottom?,0.0,,0.0,0
2015-12-23 19:18:00,"Holy cow, $SUNE is sunny technically!",0.0,,0.0,0
2015-12-23 19:05:00,".@Starbucks, .@adambrotman - I put up some great pics of your Kazakhstan opening: feel free to retweet!",0.0,,0.0,0
2015-12-23 19:02:00,"They must love their lattes in Kazakhstan- will they order ""the Cramer?""  (triple venti cap with skim, wet!)",0.0,,0.0,0
2015-12-23 19:01:00,"They aren't browsing in Starbucks at Kazakhstan, they are spending",0.0,,0.0,0
2015-12-23 18:58:00,Take a look at this line in Kazakhstan for a brand new Starbucks; they came for great coffee and terrific service!,0.0,,0.0,0
2015-12-23 17:12:00,.@ReformedBroker $AAPL needs to own car brain-$HAR does now!!,0.0,,0.0,0
2015-12-23 17:11:00,"$HAR--the car brains!, $PAY, the register--and $ADBE-I like that-they should listen to @ScottWapnerCNBC @ReformedBroker",0.0,,0.0,0
2015-12-23 17:10:00,"Cars, Registers, wearables--brains behind and IOT--not burning hole-extensions with recurring revenues-- @ScottWapnerCNBC , @ReformedBroker",0.0,,0.0,0
2015-12-23 17:09:00,".@ReformedBroker my ideas are all about extending brands!!!
@ScottWapnerCNBC wish i could be there-stopping lunch to write this!",0.0,,0.0,0
2015-12-23 17:08:00,".@ReformedBroker wish I could be there-I want $AAPL to own the car, the register, the wearable, and music-- @ScottWapnerCNBC !!",0.0,,0.0,0
2015-12-23 16:04:00,Cliff-jumping— you get a dead cat bounce,0.0,,0.0,0
2015-12-23 15:50:00,NIKE: Just do it,0.0,,0.0,0
2015-12-23 15:18:00,Polaris melts on the death cross.,0.0,,0.0,0
