time,content,comments,retweets,quotes,hearts
2018-12-30 00:51:00,They can get this done!,0.0,0.0,0.0,0
2018-12-30 00:47:00,And we caught a quadruple and then sold. Thanks for remembering. Happy New Year,0.0,0.0,0.0,0
2018-12-30 00:46:00,Trump really isn't in the media. And that's great that you are thinking alternate thoughts but you need to focus on more than just the ten year...,0.0,0.0,0.0,0
2018-12-30 00:45:00,"If this is the case then what do wt think stocks should do, sell at ten times earnings. They are cheaper than they have been in years.. Don't be so dogmatic",0.0,0.0,0.0,0
2018-12-30 00:43:00,Own Apple don't trade it. The stock's been terrible of late as it has been many many times...,0.0,0.0,0.0,0
2018-12-30 00:42:00,I would not sniff at this trade deal attempt. They have much more to lose than people think and the PRC wants a deal.. They have to change their ways... They will....,0.0,0.0,0.0,0
2018-12-29 00:44:00,delighted... All pieces this week without embargo to trial...,0.0,0.0,0.0,0
2018-12-28 17:42:00,You are seeing what you want to see and little else...,,0.0,0.0,0
2018-12-28 17:40:00,Here's what happens when you raise rates as much as Powell has. You get a slowing and a better opportunity to buy a home. That's why i was not against another hike. But now WAIT!,0.0,0.0,0.0,0
2018-12-28 17:38:00,"You, sir, got it right..",0.0,0.0,0.0,0
2018-12-28 17:38:00,You presume he can't be schooled therefore you presume wrong. People can learn.,0.0,0.0,0.0,0
2018-12-28 17:37:00,"doing some more pieces on realmoney.com about the trade ""war"" and oil and ""rice"" and everything nice!  All free to trialers all week.  My blog that too few  know about....",0.0,0.0,0.0,0
2018-12-28 13:21:00,You are my hero. This IS what i am talking about... Ability to put dinner on the table. To save for retirement. These are the battlegrounds on Main Street. Wall Street is just some 2400 number on the S&P,0.0,0.0,0.0,0
2018-12-28 12:57:00,"Another false dichotomy,. Actually balance sheets are in very good shape relative to history for both corporates and individuals. Look at the price of the fixed coupons. Some borrowed at 1.5% to invest at 25% But that's not what this is about.",0.0,,0.0,0
2018-12-28 12:55:00,"again, the stock market is not what this is about. Sure it want it higher. More do better. I want the economy to stay strong..and it won't be  able to...",0.0,0.0,0.0,0
2018-12-28 12:41:00,Thank you! I am looking forward to being on this morning for our show..  squawkonthestreet.com,0.0,0.0,0.0,0
2018-12-28 12:39:00,"I do not need to pick on you but so many people just don't have an iota of understanding. The Fed is hurting main street not the market. It is hurting the ability of the working person to, at last, make some money. You need to really focus here",0.0,0.0,0.0,0
2018-12-27 23:13:00,Check out thestreet.com for more on my comments just now!,,0.0,0.0,0
2018-12-27 23:01:00,markets in turmoil--right now @CNBCnow @MadMoneyOnCNBC,0.0,0.0,0.0,0
2018-12-27 22:43:00,"Jeez , equally as wrong. Let's stay focused. It is a very difficult, tricky moment.  Listen to our special coming up in fifteen minutes... Read my thestreet.com piece.",0.0,0.0,0.0,0
2018-12-27 22:43:00,"I do not blame you one bit. I have a big piece coming out on realmoney.com which talks about the perils. There aren't enough players, I am urging longer-term thinking. Very very hard for the elderly but not the young folks",0.0,0.0,0.0,0
2018-12-27 22:42:00,that's not their job at all... Surprised at you...,0.0,0.0,0.0,0
2018-12-27 22:41:00,Sometimes they get it wrong. Sometimes they get it REAL wrong. Yet people apologize for them aiding and abetting a bear market and hurting the working person?,0.0,0.0,0.0,0
2018-12-27 22:40:00,Totally true concern. Have to be much more long-term and if you are older you can't take as much risk. You have to shorten the risk and add CD's to the mix now that Powell has made them more valuable...,0.0,0.0,0.0,0
2018-12-27 22:39:00,"Yeah, it is time to do a little schooling. These people put their pants on one leg at a time. It's not about making friends as i say on @MadMoneyOnCNBC",0.0,0.0,0.0,0
2018-12-27 22:38:00,I will be calling in tonight from vacation as i did this morning on Squawk on the Street. I have also filed for thestreet.com.  Moving my big oversold piece to the free site now...,0.0,0.0,0.0,0
2018-12-26 19:49:00,"We just got through margin hour and the 2:45 mark, which is when you tend to have the ETFs not be a drag on the last half hour.. ETFs are the major prop of the bear here..",0.0,0.0,0.0,0
2018-12-26 19:33:00,The layoffs in the Permian have been swift and brutal.. Below $45 is below breakeven for many.. They are getting much less in the western part. SLB doing lay-offs again,0.0,0.0,0.0,0
2018-12-26 19:31:00,I can only urge people to read my free piece about what could get us out of this terrible moment--  thestreet.com ..,0.0,0.0,0.0,0
2018-12-26 19:24:00,I agree with this which is why i wrote a piece that went right to the free site of thestreet.com,0.0,0.0,0.0,0
2018-12-26 19:23:00,Bad news is good news. Richmond fed will make it so THE fed will be wrong.. Harbinger of  future?,0.0,0.0,0.0,0
2018-12-26 19:22:00,On it..  thestreet.com on the reason for the rally...  Free pieces,0.0,0.0,0.0,0
2018-12-26 19:21:00,"Total point misser-we do not have a systemic risk economy .. we have a cyclical issue caused by the fed's ill-advised, rash position to not say ""wait."" How can they be so reckless? Because they have't done the homework. Sorry. Richmond fed is homework.",0.0,,0.0,0
2018-12-26 19:20:00,There are moves and maneuvers that must be done to upgrade your portfolio... You pick at the good ones and then when you are nearer the end of the jump you sell some weaker ones. I like Amazon. It had a fabulous holiday...,0.0,,0.0,0
2018-12-26 19:18:00,"Ready Skidaddy!!  I sure would not have called the banks. They are the strongest they have ever been!!! 
 I didn't care for that... Seemed like such a wrong signal... Ill-advised...",0.0,0.0,0.0,0
2018-12-26 19:16:00,Fabulous weak pound play!! We looked at it last week...,0.0,0.0,0.0,0
2018-12-26 19:14:00,In Get Rich i have a strategy for White House shutdown buying.. I also think that it is time to pick at the accidental high yielders as I mentioned in my free realmoney.com column.,0.0,0.0,0.0,0
2018-12-26 19:13:00,market can overly reflect. Have to go back to 9/11 and Great Recession to see this kind of negativity on the oscillator as of mid-day.. That's not in sync with an economy that is weaker but not in recession mode.,0.0,0.0,0.0,0
2018-12-26 19:07:00,I have a free piece on thestreet.com that reaches an opposite conclusion...,0.0,0.0,0.0,0
2018-12-26 19:06:00,I think that oil is at a place where it doesn't help the Permian companies to sell futures. I don't trust the russians but this oil crash has gotten ahead of itself and can stabilize. The algos are set to oil,0.0,0.0,0.0,0
2018-12-26 19:04:00,We have been buyers here for actionalersplus.com .. We said we would put our precious cash to work because we think that the oscillator is too negative and we can bounce.. NO SELLS of ONES. Buys of ONES.,0.0,,0.0,0
2018-12-26 19:03:00,I just did a piece about how a trade deal could take us out of a terrible place.. It could happen.. the hardliners can get something done..  thestreet.com .. it is free,0.0,,0.0,0
2018-12-26 14:43:00,Please stop fighting the fed and the tape; realmoney.com ... free trial this week,0.0,0.0,0.0,0
2018-12-26 14:42:00,We should just be off this week as I am sick of this. Redemption Song by Bob Marley our dog,0.0,0.0,0.0,0
